"","V1","V2"
"1","",",\"baseMean\",\"log2FoldChange\",\"lfcSE\",\"stat\",\"pvalue\",\"padj\""
"9145","RASGRP3",",258.054919236827,-0.417852875916127,0.259910963219726,-1.60767699345902,0.107905939844294,0.301917281106195"
"9146","SAR1B",",1714.55390902425,-0.0606121931764841,0.134144001681032,-0.451844230207236,0.651381203545689,0.813626055055487"
"9147","CATSPER3",",18.4857540228922,0.050554735351256,0.218990635286318,0.230853411997086,0.817428684963487,0.911474391563958"
"9148","GPR180",",807.144285807898,0.149532255167206,0.176676127291732,0.846363668138901,0.397349900001461,0.623661349518207"
"9149","TCTEX1D1",",10.7695531275762,-0.328162683277386,0.346517093153274,-0.947031733099038,0.343622609068278,0.576689925381742"
"9150","WDR78",",101.95164118619,0.355284126598724,0.28586752282949,1.24282787734037,0.213931267370178,0.442137105663301"
"9151","ANKRD22",",1323.92906521746,0.194727764842939,0.239223355359906,0.813999805955302,0.415645062127996,0.639588826287768"
"9152","FARP1",",3411.80422411573,0.223376303872797,0.262390930150028,0.851311071404321,0.394596576389053,0.621354924128895"
"9153","IFIT5",",646.560899565471,-0.0283780650525637,0.216159176388057,-0.131283184580693,0.895551293416311,0.951324119831368"
"9154","SLC16A12",",3.15817713550268,-1.1180111337163,0.500769186499898,-2.23258771477252,0.0255761449925547,0.138385297771694"
"9155","PANK1",",929.751616150157,-0.0331268538513389,0.207455939987439,-0.159681394773968,0.873132057646733,0.94104278558959"
"9156","PRDM8",",124.227896917105,-1.54869842891783,0.432412523952874,-3.58153000463653,0.000341587898233537,0.0132900464939395"
"9157","BMP3",",62.0048192452626,-1.18428325414892,0.635586317888692,-1.86329255494817,0.0624211170437966,0.22349057611509"
"9158","HNRNPDL",",5813.10662842931,0.0462260187749395,0.108613515837371,0.425600979938395,0.670398626108746,0.82511118324055"
"9159","HHEX",",126.170512911989,-0.113931800540922,0.295574713472481,-0.385458550233963,0.699897710497942,0.844135537419606"
"9160","UTRN",",1985.37632216829,-0.145423217204469,0.237878345483827,-0.611334406705617,0.540978217312558,0.738825441410673"
"9161","GRM1",",3.76464942762837,-0.0219138755711101,0.586620634123837,-0.0373561281284286,0.970201052916733,0.98653374460574"
"9162","PTPRK",",4238.84415750151,-0.0321887440781674,0.134775271346943,-0.238832715797737,0.811235300668952,0.90835940420261"
"9163","GGPS1",",1122.18991259767,0.203101003911755,0.142646277445451,1.42380865136437,0.154501870649459,0.369681111793711"
"9164","ZNF117",",434.039241863108,1.08579465818781,0.282560985718451,3.84269135891858,0.000121692464734406,0.00836502014324994"
"9165","PART1",",63.3507789461291,0.792078987998116,0.517440127709269,1.53076451860177,0.125827601670707,0.330060010802764"
"9166","RAB3C",",26.6869546817911,-0.985021417197037,0.548559870514909,-1.79564979164889,0.0725502316952477,0.242743585247467"
"9167","MARVELD2",",1327.18314200971,0.0584017360768637,0.132318470347617,0.441372515291591,0.658943336408457,0.81859217962126"
"9168","RAD17",",738.170109177476,0.134958012247623,0.122745013953272,1.09949893605454,0.271550497801964,0.505766485342522"
"9169","MED21",",902.970557090525,-0.126489025685194,0.174488972742185,-0.724911286354394,0.468506456427649,0.684978319600175"
"9170","PLOD2",",2399.65502649314,-0.210074367898174,0.255848762299117,-0.821088075667812,0.411596101674182,0.636243801814516"
"9171","STK32B",",28.2261819498161,-0.901373265504617,0.348737629514493,-2.58467452095576,0.00974709616658438,0.0827284078362223"
"9172","NRSN1",",2.05791663808189,-0.140944831094796,0.767106050156046,-0.18373578342411,0.854220735655365,0.930907244575333"
"9173","JAKMIP1",",25.7716578133683,-0.836115204482261,0.392319550797182,-2.13120962945461,0.0330718760620897,0.158671052859549"
"9174","ZIC1",",3.15791234592382,-2.6424771614576,1.11068094962658,-2.3791505223404,0.0173525885522497,0.111612307567004"
"9175","ADGRA3",",1740.79098138007,-0.0776116187283358,0.138793323670318,-0.559188415378609,0.576033138487243,0.762999989364325"
"9176","CPB1",",4.65293424327347,-4.79413187140211,1.05881623058084,-4.52782242370064,5.95946285870621e-06,0.00129773974788841"
"9177","SREK1IP1",",949.649383344806,0.197803807043421,0.160384669681693,1.23330869113608,0.217460616541533,0.446080899169204"
"9178","LGI2",",163.832193192942,-0.76575642647834,0.380202812863802,-2.01407354330293,0.0440018127438433,0.185491605874798"
"9179","CWC27",",749.520448224084,0.408541167477088,0.143790397567888,2.84122705262154,0.0044940303532935,0.0545464784034053"
"9180","MR1",",545.169604240815,-0.714556167839143,0.227262823242319,-3.14418415491234,0.00166550593086789,0.0319243103220109"
"9181","SRP19",",534.449138095856,0.295487130450848,0.175107100779362,1.68746515210236,0.0915139452030419,0.275344470398333"
"9182","CENPH",",573.911935431576,0.553771218922456,0.181915431339497,3.04411349188398,0.00233367084755096,0.0379862125518859"
"9183","CDYL",",1151.91960137979,-0.0151716509555409,0.0997279431090739,-0.152130390766682,0.879084094809077,0.943489110256244"
"9184","CARHSP1",",2692.5231403545,0.0344603505140247,0.149727691837047,0.230153487916778,0.817972502935323,0.911670204944529"
"9185","TEKT5",",15.417457763286,0.0310224263973807,0.508436326557762,0.061015361761049,0.951346974933692,0.978255418206251"
"9186","BANK1",",103.958780862765,-0.0441901243465718,0.366898330809844,-0.120442424060726,0.904132686442154,0.955954692770317"
"9187","TXNDC11",",1926.29154920357,-0.101214287801381,0.111396980296846,-0.908590946825213,0.363566087103221,0.594233955415063"
"9188","DAB2",",2621.55692896642,0.107766086254378,0.24498220299614,0.439893530780585,0.660014221563799,0.819471320961266"
"9189","ACMSD",",2.72076904222656,-0.0575096827248103,0.533403248732117,-0.107816521293241,0.914141237189283,0.960127262576636"
"9190","ACOXL",",18.7760519328105,-1.36744508227502,0.420605315001414,-3.25113600209836,0.00114944857969159,0.0260208763036466"
"9191","BCL2L11",",810.681051325176,-0.200056929942883,0.154655571146236,-1.29356432788133,0.195815950815104,0.421737701707995"
"9192","ANAPC1",",1001.70023977136,0.1649761313949,0.153277716437616,1.07632169391071,0.281783409712465,0.517061630129492"
"9193","CAST",",9091.35665391073,0.196450945362361,0.168826110872812,1.16362892177479,0.244574425470897,0.477527801659196"
"9194","SCOC",",2009.54417503145,-0.0511379511938047,0.208095440629429,-0.245742775714485,0.805881357086951,0.90577066481"
"9195","CLGN",",44.6746192947327,1.16414816321697,0.565939561404754,2.05701852743315,0.039684443723546,0.175426763801405"
"9196","CETN3",",436.885138611819,0.354699978717052,0.197951615620022,1.79185190080952,0.0731566924874338,0.243518370400547"
"9197","SMARCA5",",3603.63864345328,-0.0396731641284703,0.140990939816219,-0.281388039402986,0.778412790847351,0.89022477902903"
"9198","SYCP2L",",6.48653897314399,0.465887923160162,0.467248068474202,0.997089029563072,0.318721297510528,0.553390899759444"
"9199","BMP6",",66.6327693151293,-1.13472189967685,0.382479808235595,-2.96674981330753,0.00300965752072106,0.0431757694323265"
"9200","RGPD3",",2.52269579020751,0.197389065972847,0.439488246618367,0.449133890363743,0.653335073967708,0.814714421298194"
"9201","RASSF3",",2654.83055503719,0.547839878214057,0.16339954125407,3.35276264553411,0.00080009288352095,0.0214270742076253"
"9202","HNRNPU",",15087.2518378609,0.172040831005467,0.09701700375569,1.77330596024902,0.0761780219679102,0.24938956677667"
"9203","RANBP2",",3820.99087325973,-0.15842686916554,0.195799917974948,-0.809126330613738,0.418442484208954,0.642031322390224"
"9204","AHCTF1",",1431.60784664551,0.304411225802341,0.169885276148269,1.79186350167664,0.0731548337239307,0.243518370400547"
"9205","MERTK",",364.28444926638,-0.396068585986928,0.264621562518282,-1.49673587525417,0.134461997511045,0.342942145561777"
"9206","TMEM87B",",2832.38661207285,0.0507031723416846,0.13211922077376,0.383768327157398,0.701150165110082,0.844773036831547"
"9207","PTPRR",",368.049058819355,-1.1080054277624,0.399092330145087,-2.77631350960713,0.00549791655832413,0.0613447529240897"
"9208","NR4A2",",587.794280958073,-0.314857420741789,0.307939495781369,-1.02246520844254,0.306560771248944,0.542558179091834"
"9209","CCDC148",",17.8278646785698,0.659543782117173,0.353710654452073,1.86464211302558,0.0622315857420086,0.22330525309854"
"9210","PLA2R1",",400.745313547352,0.1286111694246,0.263537624838038,0.48801824598533,0.625536917184871,0.797743422204211"
"9211","RBMS1",",760.921037077575,-0.760133269708596,0.301229325597267,-2.52343714610598,0.0116213833698129,0.0908157923247922"
"9212","SCN3A",",19.985578036639,-1.45275240166777,0.42001735370693,-3.45879137813301,0.000542605010886699,0.01732299148542"
"9213","FEZF2",",2.41996083456923,-3.21253358743024,1.30708951525666,-2.45777626546062,0.0139800238412737,0.100279522047287"
"9214","CD96",",143.537249103702,-0.873649036481493,0.354504188077796,-2.46442514887799,0.0137233223674611,0.0993940160226213"
"9215","SLC25A27",",208.458094045789,0.963356124129594,0.313603086139469,3.0718961856809,0.00212703687086348,0.0361274364911503"
"9216","ADGRF1",",106.00980162569,-1.01434707540084,0.562533393984876,-1.80317664026202,0.0713604778744265,0.24073893526277"
"9217","ADGRF4",",267.660196887787,0.0707958724158104,0.370198929259602,0.191237377583458,0.848339620897382,0.927868764591348"
"9218","FRMD1",",358.329905161548,0.525568096399267,0.455803186228939,1.15305928584555,0.248886051329183,0.48202210501569"
"9219","FAM49B",",2549.0393354187,0.0647763064626403,0.181467312425178,0.356958537584275,0.721122845803996,0.856843580118926"
"9220","ASAP1",",1239.22989855804,-0.0426468364978689,0.202666846356735,-0.210428282990114,0.833333420160429,0.919379530427665"
"9221","TRAPPC8",",1159.52845349437,-0.101405576697798,0.154059659699604,-0.658222774836228,0.510394992337873,0.716702239098644"
"9222","LINC00467",",262.345282988507,-0.136658023270517,0.210746636199548,-0.648446996521077,0.516695882093154,0.721488290937447"
"9223","INO80C",",505.991889565091,-0.0127719905802664,0.153004942799776,-0.0834743659031983,0.933474359287684,0.968954216870815"
"9224","LPCAT1",",2357.41340367706,-0.620686235371849,0.232129537370917,-2.67387874202352,0.00749795570488913,0.0722505837590149"
"9225","PLEKHG4B",",11.068327794439,-2.02141182889289,0.511563962025767,-3.95143516538618,7.76839191793219e-05,0.00629671322681281"
"9226","NMRAL1",",1725.53982723828,0.0894938057931521,0.194768209511826,0.459488773950648,0.645883211765855,0.810095513403294"
"9227","UBALD1",",1004.72216114122,-0.194215098496199,0.198562840487285,-0.978103949457937,0.328022914705767,0.562313984908605"
"9228","C16orf89",",32.561697188458,-1.45736356307926,0.535594811954656,-2.72101881973167,0.00650810562665812,0.0668673924667257"
"9229","TMEM251",",378.428968100648,-0.220941648675004,0.157065468485156,-1.40668506455246,0.159520796438158,0.376088199380644"
"9230","ING1",",944.239185945955,0.25261738227817,0.137470951673797,1.83760553922404,0.0661205519943423,0.230136679602245"
"9231","TEX29",",5.85169726427778,0.15266641237222,0.31780571851837,0.480376542889034,0.630959670742784,0.800600217083726"
"9232","ADPRHL1",",156.765258529012,-0.0119535722492021,0.257142486927456,-0.0464861812298425,0.962922747960975,0.98334450148741"
"9233","CMTM7",",752.482139775028,0.487804825887711,0.222513347149414,2.19224973304707,0.028361479184942,0.146290456862098"
"9234","FBXL2",",107.653480101861,-0.456961915748371,0.290144817192238,-1.57494426462771,0.11526931012595,0.313999110294549"
"9235","UBP1",",3340.87284337866,0.0152193543540144,0.0972860417847318,0.156439239122204,0.875686809563054,0.942267732436382"
"9236","RMND5A",",2794.86955439265,-0.00128870759983227,0.124805869296374,-0.0103256970773707,0.991761432122078,0.996508336122111"
"9237","CD8A",",262.587742966295,-0.720885232080951,0.401887803679911,-1.79374747250382,0.072853484384456,0.243242581876997"
"9238","RPIA",",2243.96254629741,0.357279478239954,0.145130929620408,2.46177351150732,0.0138251940065493,0.099880951005474"
"9239","PTPRD",",1327.93466617061,-0.0110686295234354,0.438604698948429,-0.0252360030569049,0.979866719806747,0.990868827417552"
"9240","LURAP1L",",1036.6143068452,0.0690955031531154,0.198362990014934,0.348328602769667,0.727593415380023,0.860676822636171"
"9241","CNKSR3",",652.885900978595,0.5226460331137,0.191857326893746,2.72413903381001,0.0064469360387962,0.066521072705825"
"9242","GTF2E1",",488.323281667752,0.0669485056923936,0.109786156681019,0.609808264687785,0.541988826093272,0.739636045407613"
"9243","CFDP1",",1825.95772222596,0.616039220060473,0.149801370761654,4.11237371813266,3.91611689372281e-05,0.00421668970327792"
"9244","ZDHHC7",",2441.31462891005,-0.00122871685883372,0.103667504456447,-0.0118524784142936,0.990543311881057,0.995867345668731"
"9245","FAM92B",",6.72764854869211,-1.24401936981498,0.602913557342595,-2.06334615412885,0.0390797519055812,0.173568822009872"
"9246","C7orf31",",170.805479657018,0.248536316167189,0.232222124881599,1.07025252780676,0.284505656284796,0.519939566004281"
"9247","JAZF1",",196.945833548876,-0.288867942729399,0.257286442930934,-1.12274840228151,0.261544364849406,0.495607803513583"
"9248","CMIP",",3982.97019860022,-0.0645944740512778,0.15044370360335,-0.429359770493176,0.667661425629063,0.823534700082684"
"9249","KCNJ16",",5.53011315901958,-1.88198090789181,0.679966319945232,-2.7677560677467,0.00564436847837446,0.0622742772386235"
"9250","PID1",",670.001854451426,-1.04314399765943,0.34887975050341,-2.98998149406564,0.00278994349368858,0.0416445143141516"
"9251","TRIP12",",4865.51358275644,-0.0395961223251656,0.116411491274402,-0.340139292879865,0.733751632520908,0.8640384437837"
"9252","FBXO36",",92.6227382580888,-0.159808117368373,0.215257389706471,-0.74240479077764,0.457842117795445,0.676344504494056"
"9253","CEBPG",",3451.61450777139,0.131078630577473,0.126204244046287,1.03862300010607,0.298980104663727,0.534901254082622"
"9254","KCTD15",",540.533496820721,-0.692391160626336,0.289848771443488,-2.38880143316851,0.0169034355160932,0.110036112612668"
"9255","ZNF599",",102.431039028619,-0.0520689903021182,0.214517262681672,-0.242726341233362,0.808217400220669,0.906836380981671"
"9256","MCOLN2",",333.712175488658,0.214088984655209,0.398523300636216,0.537205689889223,0.591125541402414,0.773252640078263"
"9257","LGI4",",147.108974896851,-0.519300319552663,0.385067699015058,-1.34859485976349,0.177467132626008,0.399205282919127"
"9258","DDAH1",",4993.47747460622,0.222299459038897,0.156058198079987,1.42446511477057,0.154311876612658,0.369354739369927"
"9259","SREK1",",1812.3721177656,0.203557697990014,0.16207133701181,1.2559759285208,0.209124697624591,0.437121099697089"
"9260","CHD1",",1618.52818955957,0.168835253978144,0.177240337647104,0.952578043009064,0.3408039065342,0.574271409174105"
"9261","CLCA3P",",3.60855520107612,-0.324164479980334,0.509412567684791,-0.636349592735052,0.524548587796102,0.727034713355762"
"9262","ANKFN1",",19.1225879725846,-0.356388593619294,0.52185579883336,-0.682925425790079,0.494653966628261,0.705164040559512"
"9263","DGKE",",426.097239295554,0.184985984683779,0.169333897781111,1.09243327595813,0.274642703507045,0.509602393529525"
"9264","HS2ST1",",1548.12647529124,0.0651801384702998,0.159180487067205,0.40947316892416,0.682192453223662,0.833356042410786"
"9265","MSI2",",3351.42090916742,0.104523031647656,0.149481750866847,0.699236067556909,0.484404513803226,0.697438204961406"
"9266","CACNA2D1",",142.802330547336,-0.394981723881426,0.36952574391303,-1.06888824496728,0.28512002940428,0.520622934142627"
"9267","ZUP1",",351.766997863502,0.294012979848501,0.140379831280841,2.09441040900174,0.03622343631719,0.166982602169922"
"9268","HS3ST3A1",",39.2936763386244,-0.724371044519477,0.390532327848962,-1.85482991512965,0.0636205186834194,0.225947227935633"
"9269","GDPD1",",120.79181505468,-0.216510833703111,0.224863625538927,-0.962853966194861,0.335620813885685,0.56898764520011"
"9270","NUS1",",1197.29927901797,0.12598657264296,0.14472869082848,0.870501708553893,0.384026285911161,0.612307714190548"
"9271","SEMA3D",",34.6504358698545,-0.956159273546062,0.577864187476685,-1.65464358973559,0.0979968159442523,0.286441659746898"
